Time (s),Venous (mmHg),FAP (mmHg),Arterial - Pigtail (mmHg),Swan (mmHg),EKG (mV)
52935.0644,12.6875,38.875,73.4942,-1.9375,0.003025282
52935.0669,12.8125,38.9375,74.64037,-2.0,0.003029954
52935.0694,12.9375,38.8125,76.90562,-2.5,0.00302061
52935.0719,12.875,38.625,79.53103,-2.25,0.003011266
52935.0744,12.75,38.5,81.7776,-2.1875,0.003026839
52935.0769,12.8125,38.4375,83.22348,-2.0625,0.003048641
52935.0794,12.75,38.3125,83.8718,-2.1875,0.003039297
52935.0819,12.625,38.1875,84.04678,-2.375,0.003011266
52935.0844,12.75,38.125,84.15961,-2.625,0.003008151
52935.0869,12.8125,37.875,84.47758,-2.625,0.003031511
52935.0894,12.875,37.9375,85.011,-2.375,0.003051756
52935.0919,12.5,37.6875,85.55733,-2.0625,0.003040855
52935.0944,12.75,37.625,85.8548,-2.0625,0.003025282
52935.0969,12.625,37.625,85.74771,-2.625,0.003023724
52935.0994,12.75,37.75,85.27267,-1.75,0.003040855
52935.1019,12.75,37.6875,84.6293,-2.5,0.003053313
52935.1044,12.6875,37.6875,84.06596,-2.5,0.003047084
52935.1069,12.6875,37.75,83.75257,-2.8125,0.00303774
52935.1094,12.6875,37.8125,83.70939,-3.1875,0.003053313
52935.1119,12.8125,38.0,83.82076,-2.1875,0.003068886
52935.1144,12.5625,38.5,83.91151,-2.25,0.003072001
52935.1169,12.375,39.375,83.83442,-2.375,0.003065771
52935.1194,12.3125,40.5,83.52041,-2.5,0.003062657
52935.1219,12.4375,42.0,82.97644,-2.375,0.003082902
52935.1244,12.4375,43.3125,82.2493,-2.375,0.00311249
52935.1269,12.375,44.125,81.39058,-2.0625,0.003120277
52935.1294,12.3125,44.8125,80.44781,-2.1875,0.00311249
52935.1319,12.25,45.75,79.47976,-3.5625,0.003126506
52935.1344,12.1875,46.25,78.57111,-3.0,0.003154538
52935.1369,12.25,46.6875,77.82031,-1.125,0.003185684
52935.1394,12.25,47.25,77.2968,-2.6875,0.00319347
52935.1419,12.4375,47.9375,76.98984,-2.5625,0.003190355
52935.1444,12.3125,48.25,76.78583,-3.125,0.003199699
52935.1469,12.4375,48.75,76.50225,-4.375,0.003224616
52935.1494,12.1875,49.25,75.9696,-2.5,0.003252647
52935.1519,12.1875,49.8125,75.11852,-0.875,0.003252647
52935.1544,12.1875,50.5,74.01772,-0.8125,0.003223059
52935.1569,12.125,51.25,72.83298,-2.0,0.003199699
52935.1594,12.0625,52.0,71.72664,-2.375,0.003207486
52935.1619,11.875,52.75,70.75544,-1.9375,0.003188798
52935.1644,11.8125,53.6875,69.83342,-2.4375,0.003143636
52935.1669,11.75,54.375,68.78967,-1.875,0.003101589
52935.1694,11.5625,55.25,67.49418,-1.6875,0.00307823
52935.1719,11.6875,56.3125,65.97498,-1.6875,0.003072001
52935.1744,11.5625,57.0,64.44658,-1.5625,0.003064214
52935.1769,11.5625,57.875,63.21573,-2.125,0.003039297
52935.1794,11.6875,58.8125,62.50611,-2.0625,0.003006594
52935.1819,11.5625,59.8125,62.30306,-2.125,0.003001922
52935.1844,11.5,60.375,62.32026,-1.875,0.003015938
52935.1869,11.375,61.1875,62.12794,-1.75,0.003011266
52935.1894,11.4375,62.25,61.38601,-1.8125,0.002994136
52935.1919,11.3125,63.125,60.05227,-2.3125,0.002987906
52935.1944,11.5,63.8125,58.43444,-1.6875,0.002998808
52935.1969,11.375,64.5625,57.03239,-1.25,0.003009709
52935.1994,11.4375,65.3125,56.23907,-1.6875,0.002987906
52935.2019,11.25,65.9375,56.06428,-2.375,0.002969219
52935.2044,11.1875,66.5,56.05257,-2.9375,0.002981677
52935.2069,11.25,67.125,55.47313,-3.0,0.002991021
52935.2094,11.3125,67.75,53.70745,-1.9375,0.003001922
52935.2119,11.25,68.0,50.63458,-1.5,0.002992578
52935.2144,11.1875,68.3125,46.78902,-1.375,0.002964547
52935.2169,11.125,68.625,43.16987,-1.4375,0.002969219
52935.2194,11.25,69.0,40.76295,-1.9375,0.002992578
