Time (s),Venous (mmHg),FAP (mmHg),Arterial - Pigtail (mmHg),Swan (mmHg),EKG (mV)
37497.7531,5.875,59.75,55.56089,-1.875,0.003047084
37497.7556,5.9375,59.25,55.2393,-1.5625,0.003120277
37497.7581,5.875,59.25,54.95413,-1.8125,0.002995693
37497.7606,5.9375,59.0,54.69938,-2.0,0.002938073
37497.7631,5.9375,58.875,54.46732,-2.1875,0.00288201
37497.7656,5.875,58.4375,54.25085,-2.125,0.002902255
37497.7681,5.8125,58.1875,54.04612,-1.5625,0.002959875
37497.7706,6.0,58.0625,53.85419,-2.0625,0.002983235
37497.7731,6.0,57.75,53.68076,-2.625,0.003056428
37497.7756,5.8125,57.4375,53.53374,-2.3125,0.00298012
37497.7781,5.9375,57.1875,53.41949,-2.6875,0.002905369
37497.7806,5.875,57.0625,53.33933,-2.5625,0.002860208
37497.7831,6.0625,56.875,53.28822,-2.6875,0.002917828
37497.7856,5.625,56.75,53.25631,-2.6875,0.002989464
37497.7881,5.75,56.3125,53.23299,-2.5625,0.003089131
37497.7906,5.875,56.125,53.2115,-2.5625,0.003045527
37497.7931,5.9375,55.875,53.19188,-2.25,0.002958318
37497.7956,5.6875,55.6875,53.18082,-2.3125,0.0029225
37497.7981,5.75,55.5,53.18814,-2.5625,0.002916271
37497.8006,5.8125,55.25,53.22156,-2.25,0.002998808
37497.8031,5.8125,55.0625,53.28225,-2.125,0.003001922
37497.8056,5.75,54.6875,53.36328,-2.5625,0.003034625
37497.8081,5.875,54.8125,53.45167,-2.5,0.002947417
37497.8106,5.75,54.5,53.53333,-2.625,0.002871109
37497.8131,5.8125,54.25,53.59833,-2.5625,0.002751197
37497.8156,5.875,54.1875,53.64425,-1.75,0.002794801
37497.8181,5.9375,54.0,53.67609,-1.9375,0.003008151
37497.8206,5.6875,53.6875,53.70298,-1.875,0.003286908
37497.8231,5.9375,53.75,53.73341,-2.25,0.003694921
37497.8256,5.75,53.375,53.7712,-2.5,0.003852208
37497.8281,5.8125,53.0625,53.81407,-2.6875,0.003592139
37497.8306,5.8125,53.0625,53.85513,-2.8125,0.003033068
37497.8331,5.625,52.875,53.8864,-2.6875,0.002808817
37497.8356,5.6875,52.625,53.90233,-2.0625,0.002847749
37497.8381,5.8125,52.8125,53.90194,-2.1875,0.002883567
37497.8406,5.75,52.4375,53.88847,-1.6875,0.002885125
37497.8431,5.75,52.3125,53.86711,-1.9375,0.002905369
37497.8456,5.75,52.125,53.84211,-1.9375,0.002931844
37497.8481,5.75,52.0,53.81478,-2.625,0.002891354
37497.8506,5.6875,51.875,53.78315,-2.125,0.002945859
37497.8531,5.8125,51.875,53.74326,-2.5,0.003039297
37497.8556,5.8125,51.75,53.69131,-2.25,0.003120277
37497.8581,5.6875,51.75,53.62553,-2.0,0.002992578
37497.8606,5.6875,51.4375,53.54685,-2.1875,0.002948974
37497.8631,5.75,51.4375,53.45838,-2.5,0.002867994
37497.8656,5.8125,51.25,53.36391,-2.4375,0.002902255
37497.8681,5.75,51.125,53.26626,-2.4375,0.002994136
37497.8706,5.6875,50.875,53.16618,-2.3125,0.003023724
37497.8731,5.75,50.875,53.06206,-1.6875,0.003057985
37497.8756,5.625,50.875,52.95045,-2.25,0.002991021
37497.8781,5.75,50.75,52.82732,-2.125,0.002953646
37497.8806,5.625,50.625,52.68924,-2.0625,0.002906927
37497.8831,5.625,50.375,52.53479,-2.5,0.002953646
37497.8856,5.75,50.4375,52.36528,-2.375,0.002966104
37497.8881,5.75,50.4375,52.18493,-2.125,0.003068886
37497.8906,5.75,50.25,52.00017,-1.75,0.00307823
37497.8931,5.8125,50.1875,51.81839,-2.25,0.002998808
37497.8956,5.625,50.0625,51.64624,-2.25,0.002945859
37497.8981,5.75,50.0625,51.48802,-2.4375,0.002905369
37497.9006,5.875,50.0,51.34501,-2.375,0.002967662
37497.9031,5.6875,49.9375,51.21558,-2.625,0.003036183
37497.9056,5.8125,49.75,51.0965,-2.5,0.00311249
37497.9081,5.875,49.9375,50.98443,-2.3125,0.003023724
37497.9106,5.8125,49.8125,50.87722,-2.0625,0.002952089
37497.9131,5.8125,49.75,50.7743,-2.0625,0.002880453
37497.9156,5.8125,49.75,50.67603,-2.125,0.002936516
37497.9181,5.8125,49.6875,50.58274,-2.0,0.002981677
37497.9206,5.8125,49.875,50.49389,-1.875,0.003006594
37497.9231,5.8125,49.6875,50.40842,-1.9375,0.003073558
37497.9256,5.8125,49.75,50.32604,-1.9375,0.003031511
37497.9281,5.9375,49.8125,50.24903,-1.875,0.002967662
37497.9306,5.8125,49.6875,50.18349,-2.0625,0.002872666
37497.9331,5.75,49.75,50.13932,-2.25,0.002964547
37497.9356,5.875,49.875,50.12872,-1.75,0.003042412
37497.9381,5.75,49.5,50.16361,-1.9375,0.003090688
37497.9406,5.8125,49.625,50.25364,-2.1875,0.003048641
37497.9431,5.8125,49.5625,50.40519,-2.125,0.00298012
37497.9456,5.625,49.375,50.62231,-1.9375,0.002950531
37497.9481,5.75,49.5625,50.90879,-2.25,0.00293963
37497.9506,5.75,49.5,51.26999,-1.6875,0.002986349
